"","codew","flux_umolm2sec","plot_code","sub_plot","plot_corner_code","collar_number","measurement_code","treatment_code_partitioning","disturbance_code_control","litter_code","replica","year","egm_measurement","recno","day","month","hour","min","co2ref_ppm_sec","InputD","time","InputF","atmp_mb","probe_type","quality_code","comments","collar_num","vwc_percent_in","vwc_percent_out","soil_temp_c_in","soil_temp_c_out","air_temp_c","ch_new","ch_fill","collar_diam","codew"
"3156","18.3.25.1.2009","7.25006101977146","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,12,25,1,11,31,456,52,52,0.92,987,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.25.1.2009"
"3157","18.3.25.1.2010","6.02210332651779","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2010,NA,14,25,1,11,21,508,54,62,0.81,988,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.25.1.2010"
"3158","18.3.25.10.2009","6.17651623232594","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,14,25,10,10,55,465,54,62,0.81,988,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.25.10.2009"
"3159","18.3.25.2.2007","6.22027697486266","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,13,25,2,12,9,493,52,57,0.85,995,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.25.2.2007"
"3160","18.3.25.3.2007","8.36361562896483","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,10,25,3,12,9,456,53,43,1.16,991,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.25.3.2007"
"3161","18.3.25.4.2008","5.73062552354998","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,15,25,4,10,29,511,53,67,0.74,991,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.25.4.2008"
"3162","18.3.25.6.2005","3.7321661849176","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,22,25,6,11,6,482,51,100,0.48,995,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.25.6.2005"
"3163","18.3.25.6.2008","2.74100667851077","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,26,25,6,11,47,443,50,120,0.4,997,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.25.6.2008"
"3164","18.3.25.8.2009","4.82071465551856","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,17,25,8,9,49,450,50,76,0.62,995,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.25.8.2009"
"3165","18.3.26.10.2005","4.64176447621661","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,20,26,10,11,37,529,52,91,0.54,990,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.26.10.2005"
"3166","18.3.26.10.2006","6.81479791989727","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,13,26,10,11,20,510,50,57,0.82,991,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.26.10.2006"
"3167","18.3.26.10.2008","4.69221365042514","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,16,26,10,11,18,439,50,72,0.66,991,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.26.10.2008"
"3168","18.3.26.3.2009","6.3437447841627","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,12,26,3,11,33,464,50,52,0.9,990,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.26.3.2009"
"3169","18.3.26.4.2009","5.59824927737639","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,15,26,4,10,58,488,52,67,0.74,995,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.26.4.2009"
"3170","18.3.26.5.2008","4.18180781448242","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,19,26,5,11,33,478,52,86,0.57,991,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.26.5.2008"
"3171","18.3.26.8.2008","2.48060894836734","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,27,26,8,11,19,461,42,124,0.32,992,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.26.8.2008"
"3172","18.3.26.9.2009","5.73640819309947","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,13,26,9,9,3,475,50,57,0.82,992,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.26.9.2009"
"3173","18.3.27.11.2005","4.05789955615035","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,21,27,11,13,9,445,52,96,0.51,984,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.27.11.2005"
"3174","18.3.27.2.2006","3.3265978746219","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,26,27,2,12,43,434,50,120,0.39,990,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.27.2.2006"
"3175","18.3.27.3.2006","3.26236335611264","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,25,27,3,11,37,467,51,115,0.42,994,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.27.3.2006"
"3176","18.3.27.5.2006","3.26236335611264","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,27,27,5,10,52,576,52,124,0.39,994,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.27.5.2006"
"3177","18.3.27.5.2009","5.89144625237243","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,14,27,5,11,33,489,50,62,0.76,992,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.27.5.2009"
"3178","18.3.27.7.2005","2.17709694120193","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,27,27,7,12,21,450,37,124,0.28,995,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.27.7.2005"
"3179","18.3.27.8.2006","2.01346302178783","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,27,27,8,11,2,433,31,124,0.24,991,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.27.8.2006"
"3180","18.3.28.1.2006","4.80617983746172","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,17,28,1,11,42,476,51,76,0.63,992,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.28.1.2006"
"3181","18.3.28.4.2005","3.72841526412873","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,22,28,4,12,52,417,50,100,0.47,994,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.28.4.2005"
"3182","18.3.28.4.2007","6.70695894721749","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,14,28,4,11,28,458,52,62,0.8,998,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.28.4.2007"
"3183","18.3.29.8.2005","3.91952041591126","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,21,29,8,12,27,451,51,96,0.5,987,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.29.8.2005"
"3184","18.3.3.3.2009","5.5926228961931","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,15,3,3,9,47,542,52,67,0.73,994,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.3.3.2009"
"3185","18.3.30.5.2007","4.99622649076406","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,17,30,5,12,9,422,51,76,0.63,999,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.30.5.2007"
"3186","18.3.30.8.2007","3.10076118545918","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,24,30,8,11,39,450,50,110,0.42,992,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.30.8.2007"
"3187","18.3.30.9.2005","3.41083730400509","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,22,30,9,9,51,462,50,100,0.47,992,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.30.9.2005"
"3188","18.3.31.7.2009","3.42459068023092","TAM-05",18,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,24,31,7,10,25,456,50,110,0.43,996,8,NA,NA,18,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"18.3.31.7.2009"
"3189","19.1.1.8.2007","2.06675676301636","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,27,1,8,12,23,410,29,124,0.22,992,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,5.6,12,"19.1.1.8.2007"
"3190","19.1.12.12.2011","4.50597307360088","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,15,12,12,11,39,485,51,67,0.72,987,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"19.1.12.12.2011"
"3191","19.1.12.4.2015","2.66572912326204","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2015,82,24,12,4,11,37,470,51,110,0.43,991,8,"good","NaN",19,NA,25,NA,24.7,26.5,1.5,1.5,12,"19.1.12.4.2015"
"3192","19.1.13.12.2005","4.09589971503431","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2005,NA,18,13,12,13,14,491,52,81,0.6,984,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"19.1.13.12.2005"
"3193","19.1.13.3.2011","2.81688376773215","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,27,13,3,15,21,480,47,124,0.35,984,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.15,12,"19.1.13.3.2011"
"3194","19.1.13.6.2011","2.58419959314407","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,27,13,6,15,10,544,48,124,0.36,993,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.5,12,"19.1.13.6.2011"
"3195","19.1.15.1.2015","3.68331568852451","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2015,82,19,15,1,10,56,488,52,86,0.57,992,8,"good","NaN",19,NA,25,NA,24.7,26.3,3.5,3.5,12,"19.1.15.1.2015"
"3196","19.1.15.10.2012","5.72659804340879","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,11,15,10,15,2,513,50,48,0.97,984,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.15.10.2012"
"3197","19.1.17.12.2009","2.9156296358594","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2009,NA,24,17,12,10,40,496,52,110,0.44,987,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"19.1.17.12.2009"
"3198","19.1.17.12.2012","1.58712085732053","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,27,17,12,11,21,520,33,124,0.25,985,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"19.1.17.12.2012"
"3199","19.1.17.7.2014","0.436011527827784","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,27,17,7,1,42,438,22,124,0.17,1002,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.55,12,"19.1.17.7.2014"
"3200","19.1.18.12.2006","2.66399981465646","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,25,18,12,9,38,517,51,115,0.42,992,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"19.1.18.12.2006"
"3201","19.1.18.12.2007","3.59277434681265","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,17,18,12,10,1,464,51,76,0.63,991,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"19.1.18.12.2007"
"3202","19.1.18.5.2015","2.68557350277581","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2015,82,27,18,5,10,46,479,51,124,0.39,993,8,"good","NaN",19,NA,32.3,NA,23.9,25.9,3.3,3.3,12,"19.1.18.5.2015"
"3203","19.1.18.6.2014","2.66171442772478","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,24,18,6,1,28,503,50,110,0.43,999,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.5,12,"19.1.18.6.2014"
"3204","19.1.18.7.2011","4.36790166934971","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,16,18,7,10,54,496,50,72,0.66,994,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.55,12,"19.1.18.7.2011"
"3205","19.1.19.10.2013","2.48482531853397","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,24,19,10,9,21,484,50,110,0.43,991,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.19.10.2013"
"3206","19.1.19.12.2008","3.05124656190794","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2008,NA,22,19,12,11,23,518,50,100,0.47,988,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"19.1.19.12.2008"
"3207","19.1.19.12.2013","1.50543081319374","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,27,19,12,12,55,636,33,124,0.25,985,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"19.1.19.12.2013"
"3208","19.1.19.9.2012","1.61813235799308","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,27,19,9,13,59,477,36,124,0.27,985,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.19.9.2012"
"3209","19.1.2.10.2006","2.47037865970528","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,27,2,10,11,16,432,40,124,0.3,991,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.2.10.2006"
"3210","19.1.20.1.2014","3.00059508690881","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,25,20,1,10,54,462,51,115,0.41,986,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"19.1.20.1.2014"
"3211","19.1.20.11.2007","3.08941868017194","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,24,20,11,11,52,453,52,110,0.44,990,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.55,12,"19.1.20.11.2007"
"3212","19.1.20.11.2016","1.81730233126487","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2016,82,27,20,11,11,7,451,35,124,0.26,985,8,"good","NaN",19,NA,29.6,NA,23.9,27.1,2.3,2.3,12,"19.1.20.11.2016"
"3213","19.1.20.12.2016","2.46843150899316","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2016,82,25,20,12,10,12,578,50,115,0.41,987,8,"good","NaN",19,NA,28,NA,26.9,27.5,2,2,12,"19.1.20.12.2016"
"3214","19.1.20.2.2015","3.65496256215076","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2015,82,20,20,2,11,19,547,51,91,0.53,986,8,"good","NaN",19,NA,22,NA,25,26.7,3.7,3.7,12,"19.1.20.2.2015"
"3215","19.1.20.7.2015","2.0181569921135","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2015,82,27,20,7,11,43,487,43,124,0.32,991,8,"good","NaN",19,NA,22,NA,23.4,25.9,3.1,3.1,12,"19.1.20.7.2015"
"3216","19.1.20.8.2014","1.90025644919473","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,27,20,8,10,28,483,34,124,0.26,995,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,5.6,12,"19.1.20.8.2014"
"3217","19.1.21.12.2014","2.75111134919648","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,22,21,12,10,19,529,51,100,0.47,987,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"19.1.21.12.2014"
"3218","19.1.21.3.2012","7.43432217101645","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,11,21,3,12,57,459,55,48,1.09,990,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.15,12,"19.1.21.3.2012"
"3219","19.1.21.4.2016","0.914571199209458","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2016,82,27,21,4,11,4,479,32,124,0.24,992,8,"good","NaN",19,NA,35,NA,24.7,26,2.2,2.2,12,"19.1.21.4.2016"
"3220","19.1.22.11.2008","1.61187061574188","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2008,NA,27,22,11,11,3,458,29,124,0.22,990,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.55,12,"19.1.22.11.2008"
"3221","19.1.22.2.2008","2.48844009055324","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2008,NA,27,22,2,12,16,463,44,124,0.33,990,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.85,12,"19.1.22.2.2008"
"3222","19.1.22.2.2013","1.75299736860364","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,27,22,2,12,9,420,34,124,0.25,988,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.85,12,"19.1.22.2.2013"
"3223","19.1.22.3.2008","3.42030800231533","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2008,NA,23,22,3,13,33,510,50,105,0.44,987,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.15,12,"19.1.22.3.2008"
"3224","19.1.22.6.2007","4.88618157378857","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,17,22,6,11,13,488,51,76,0.63,994,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.5,12,"19.1.22.6.2007"
"3225","19.1.22.8.2013","1.36811519594833","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,27,22,8,10,57,431,19,124,0.14,985,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,5.6,12,"19.1.22.8.2013"
"3226","19.1.22.9.2008","1.78956346231145","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2008,NA,40,22,9,12,27,436,35,124,0.26,994,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.22.9.2008"
"3227","19.1.23.10.2007","2.95370759357519","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,26,23,10,11,46,436,52,120,0.41,992,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.23.10.2007"
"3228","19.1.23.2.2010","2.91870513294837","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2010,NA,24,23,2,10,43,458,50,110,0.42,987,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.85,12,"19.1.23.2.2010"
"3229","19.1.23.3.2015","5.92218850713033","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2015,82,24,23,3,12,4,485,54,57,0.89,990,8,"good","NaN",19,NA,34,NA,25.2,26.4,3.7,3.7,12,"19.1.23.3.2015"
"3230","19.1.23.4.2011","3.97059615468403","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,17,23,4,11,1,508,50,76,0.62,992,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.8,12,"19.1.23.4.2011"
"3231","19.1.23.5.2014","3.31174563507781","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,25,23,5,4,3,463,51,115,0.42,995,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.75,12,"19.1.23.5.2014"
"3232","19.1.23.6.2006","1.87388446496253","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,27,23,6,10,28,507,34,124,0.25,997,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.5,12,"19.1.23.6.2006"
"3233","19.1.23.7.2006","1.29498034612324","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,27,23,7,11,43,439,24,124,0.18,992,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.55,12,"19.1.23.7.2006"
"3234","19.1.23.8.2015","2.91718774271418","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2015,82,26,23,8,10,55,482,51,120,0.4,987,8,"good","NaN",19,NA,19,NA,25.3,27.8,3.5,3.5,12,"19.1.23.8.2015"
"3235","19.1.23.9.2013","2.20032381126794","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,27,23,9,11,32,479,45,124,0.34,993,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.23.9.2013"
"3236","19.1.23.9.2014","3.99210310823324","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,15,23,9,0,51,521,52,67,0.74,994,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.23.9.2014"
"3237","19.1.24.1.2007","2.3208822381083","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,27,24,1,11,46,453,38,124,0.29,990,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"19.1.24.1.2007"
"3238","19.1.24.1.2008","2.63033320318941","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2008,NA,27,24,1,8,22,526,49,124,0.37,990,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"19.1.24.1.2008"
"3239","19.1.24.1.2013","3.75731440384292","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,21,24,1,13,9,483,52,96,0.51,984,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"19.1.24.1.2013"
"3240","19.1.24.11.2006","2.55470638247508","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,27,24,11,10,14,482,45,124,0.34,991,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.55,12,"19.1.24.11.2006"
"3241","19.1.24.11.2009","2.27656372571827","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2009,NA,27,24,11,9,54,489,39,124,0.29,987,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.55,12,"19.1.24.11.2009"
"3242","19.1.24.2.2011","3.00712722026907","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,26,24,2,9,13,504,50,120,0.4,991,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.85,12,"19.1.24.2.2011"
"3243","19.1.24.3.2013","1.48106372682964","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,27,24,3,11,57,458,29,124,0.22,983,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.15,12,"19.1.24.3.2013"
"3244","19.1.24.4.2006","3.28601061077299","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,25,24,4,10,57,566,51,115,0.42,992,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.8,12,"19.1.24.4.2006"
"3245","19.1.24.4.2013","2.05375663173312","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,27,24,4,10,5,498,41,124,0.31,992,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.8,12,"19.1.24.4.2013"
"3246","19.1.24.6.2009","2.87422445516975","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2009,NA,25,24,6,11,25,489,50,115,0.41,994,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.5,12,"19.1.24.6.2009"
"3247","19.1.24.6.2013","2.14048757840987","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,28,24,6,13,52,530,45,124,0.34,987,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.5,12,"19.1.24.6.2013"
"3248","19.1.24.7.2008","3.02771278505561","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2008,NA,24,24,7,11,22,470,52,110,0.44,994,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.55,12,"19.1.24.7.2008"
"3249","19.1.24.9.2007","1.78956346231145","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,27,24,9,12,46,453,27,124,0.2,994,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.24.9.2007"
"3250","19.1.24.9.2011","2.34961567107074","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,27,24,9,9,59,460,45,124,0.34,998,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.24.9.2011"
"3251","19.1.25.1.2009","2.86426491931977","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2009,NA,26,25,1,11,35,467,51,120,0.4,987,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"19.1.25.1.2009"
"3252","19.1.25.1.2010","2.3208822381083","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2010,NA,27,25,1,11,9,473,37,124,0.28,990,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,3.75,12,"19.1.25.1.2010"
"3253","19.1.25.10.2009","2.54064328017749","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2009,NA,26,25,10,10,43,442,51,120,0.4,988,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.85,12,"19.1.25.10.2009"
"3254","19.1.25.10.2015","3.31093176557128","TAM-05",19,"NaN",19,"TOTAL","NaN","NaN","normal",1,2015,82,24,25,10,10,29,455,50,110,0.43,992,8,"good","NaN",19,NA,22.5,NA,24.8,28.2,1.7,1.7,12,"19.1.25.10.2015"
"3255","19.1.25.11.2013","2.67288309176053","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,23,25,11,10,39,487,51,105,0.46,985,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.55,12,"19.1.25.11.2013"
"3256","19.1.25.11.2014","3.61205551618522","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,19,25,11,11,2,484,51,86,0.55,986,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,1.55,12,"19.1.25.11.2014"
"3257","19.1.25.2.2007","2.20898959910074","TAM-05",19,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,27,25,2,11,54,518,45,124,0.34,996,8,NA,NA,19,NA,NA,NA,NA,25.4508076923077,NA,2.85,12,"19.1.25.2.2007"
